Feature,Day,Urea,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
4-biochip,42,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,43,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,44,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,45,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,46,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,47,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,48,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,49,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,50,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,51,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,52,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,53,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,54,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,55,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,56,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,57,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,58,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,59,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,60,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
5-Dynamic co,1,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,2,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,4,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,5,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,6,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,8,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,9,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,10,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,11,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,12,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,13,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,14,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,15,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,16,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,17,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,18,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,19,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,20,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,21,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,22,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,23,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,24,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,25,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,26,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,27,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,28,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,29,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,30,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,31,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,32,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,33,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,34,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,35,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,36,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,37,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,38,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,39,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,40,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,41,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,42,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,43,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,44,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,45,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,46,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,47,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,48,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,49,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,50,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,51,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,52,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,53,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,54,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,55,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,56,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,57,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,58,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,59,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic co,60,,8.24,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,1,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,2,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,4,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,5,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,6,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,8,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,9,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,10,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,11,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,12,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,13,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,14,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,15,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,16,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,17,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,18,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,19,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,20,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,21,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,22,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,23,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,24,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,25,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,26,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,27,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,28,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,29,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,30,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,31,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,32,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,33,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,34,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,35,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,36,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,37,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,38,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,39,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,40,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,41,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,42,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,43,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,44,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,45,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,46,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,47,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,48,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,49,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,50,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,51,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,52,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,53,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,54,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,55,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,56,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,57,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,58,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,59,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
5-Dynamic mo,60,,8.0,1.0,0.25,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,2.0,1.0,-1,-1,,1500.0,,-1.0,2.0,-1
7-OrganoPlate,2,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,3,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,4,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,6,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,7,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,8,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,10,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,11,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,12,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,13,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,15,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
