Feature,Day,Albumin,Cell,Coat,Cell Seeding,Co-Cell Seeding
scaffold-17,10,1.038,16,-1,2,-1
scaffold-17,13,0.784,16,-1,2,-1
scaffold-18,3,19.774,4,11,0.08,-1
scaffold-18,7,198.729,4,11,0.08,-1
scaffold-18,9,255.085,4,11,0.08,-1
scaffold-19,2,8.656,10,1,8,-1
scaffold-19,4,12.59,10,1,8,-1
scaffold-19,6,24,10,1,8,-1
scaffold-19,8,22.033,10,1,8,-1
scaffold-19,10,26.361,10,1,8,-1
scaffold-19,12,27.541,10,1,8,-1
scaffold-19,14,32.262,10,1,8,-1
scaffold-19,16,23.213,10,1,8,-1
scaffold-19,18,28.721,10,1,8,-1
scaffold-19,20,27.541,10,1,8,-1
scaffold-19,22,27.934,10,1,8,-1
scaffold-19,24,33.049,10,1,8,-1
scaffold-21,2,354.098,10,-1,0.75,-1
scaffold-21,4,143.607,10,-1,0.75,-1
scaffold-21,6,102.295,10,-1,0.75,-1
scaffold-21,8,53.115,10,-1,0.75,-1
scaffold-21,14,17.705,10,-1,0.75,-1
scaffold-21,20,17.705,10,-1,0.75,-1
scaffold-21,3,365.902,10.15,-1,0.75,0.15
scaffold-21,4,222.295,10.15,-1,0.75,0.15
scaffold-21,6,149.508,10.15,-1,0.75,0.15
scaffold-21,8,70.82,10.15,-1,0.75,0.15
scaffold-21,14,37.377,10.15,-1,0.75,0.15
scaffold-21,20,19.672,10.15,-1,0.75,0.15
scaffold-22,2,19.884,10,1,0.1,-1
scaffold-22,3,14.335,10,1,0.1,-1
scaffold-22,5,11.561,10,1,0.1,-1
scaffold-22,7,3.468,10,1,0.1,-1
scaffold-22,9,2.775,10,1,0.1,-1
scaffold-23,1,11.69,10,1,0.25,-1
scaffold-23,2,59.155,10,1,0.25,-1
scaffold-23,3,48.451,10,1,0.25,-1
scaffold-23,4,55.211,10,1,0.25,-1
scaffold-23,5,52.958,10,1,0.25,-1
scaffold-23,6,58.169,10,1,0.25,-1
scaffold-23,7,52.817,10,1,0.25,-1
scaffold-25,6,35.211,1,1,0.8,-1
scaffold-25,8,30.561,1,1,0.8,-1
scaffold-25,10,32.554,1,1,0.8,-1
scaffold-25,12,27.239,1,1,0.8,-1
scaffold-25,14,24.581,1,1,0.8,-1
scaffold-25,16,19.931,1,1,0.8,-1
scaffold-25,18,19.266,1,1,0.8,-1
scaffold-25,20,17.938,1,1,0.8,-1
scaffold-25,22,15.945,1,1,0.8,-1
scaffold-25,24,15.945,1,1,0.8,-1
scaffold-25,26,17.273,1,1,0.8,-1
scaffold-25,28,19.931,1,1,0.8,-1
spheroid-2,18,0.003,19,1,0.02,-1
spheroid-2,21,0.003,19,1,0.02,-1
spheroid-2,24,0.003,19,1,0.02,-1
spheroid-2,27,0.003,19,1,0.02,-1
spheroid-4,3,13.043,8,1,0.6,-1
spheroid-4,5,5.217,8,1,0.6,-1
spheroid-4,7,3.652,8,1,0.6,-1
spheroid-4,10,1.391,8,1,0.6,-1
spheroid-6,2,3.545,8,1,0.18,-1
spheroid-6,3,5.236,8,1,0.18,-1
spheroid-6,5,6.327,8,1,0.18,-1
spheroid-7,1,0.338,8,1,0.5,-1
spheroid-7,2,0.409,8,1,0.5,-1
spheroid-7,3,0.712,8,1,0.5,-1
spheroid-7,4,0.765,8,1,0.5,-1
spheroid-7,5,1.032,8,1,0.5,-1
spheroid-7,6,1.619,8,1,0.5,-1
spheroid-7,7,0.836,8,1,0.5,-1
spheroid-10,1,2.178,4,14,0.04,-1
spheroid-13,1,2.919,8,1,0.2,-1
spheroid-13,3,4.456,8,1,0.2,-1
spheroid-13,9,2.684,8,1,0.2,-1
spheroid-13,12,1.824,8,1,0.2,-1
spheroid-13,15,1.642,8,1,0.2,-1
spheroid-13,18,0.912,8,1,0.2,-1
spheroid-13,22,1.042,8,1,0.2,-1
spheroid-13,29,0.808,8,1,0.2,-1
chip-1,3,2.442,4.5,-1,1.14,1.14
chip-1,5,2.442,4.5,-1,1.14,1.14
chip-1,7,3.581,4.5,-1,1.14,1.14
chip-3,1,4.975,10,-1,0.1,-1
chip-3,2,2.239,10,-1,0.1,-1
chip-3,3,2.239,10,-1,0.1,-1
chip-4,2,2.417,8,1,0.2,-1
chip-4,5,8.46,8,1,0.2,-1
chip-4,9,4.835,8,1,0.2,-1
chip-4,13,2.014,8,1,0.2,-1
chip-5,3,25.442,8,-1,1,-1
chip-5,7,25.067,8,-1,1,-1
chip-6,3,13.081,8,1,0.6,-1
chip-6,5,5.407,8,1,0.6,-1
chip-6,7,3.314,8,1,0.6,-1
chip-6,10,1.047,8,1,0.6,-1
chip-10,1,1.716,8,4.1,2.75,-1
chip-10,2,1.103,8,4.1,2.75,-1
chip-10,3,1.348,8,4.1,2.75,-1
chip-10,4,1.593,8,4.1,2.75,-1
chip-10,5,2.206,8,4.1,2.75,-1
chip-10,6,2.696,8,4.1,2.75,-1
chip-10,7,0.98,8,4.1,2.75,-1
chip-10,8,1.593,8,4.1,2.75,-1
chip-10,9,2.941,8,4.1,2.75,-1
chip-10,10,3.676,8,4.1,2.75,-1
chip-10,1,0.858,8,4.105,2.75,-1
chip-10,2,0.49,8,4.105,2.75,-1
chip-10,3,0.735,8,4.105,2.75,-1
chip-10,4,0.49,8,4.105,2.75,-1
chip-10,5,0.735,8,4.105,2.75,-1
chip-10,6,0.368,8,4.105,2.75,-1
chip-10,7,0.49,8,4.105,2.75,-1
chip-10,8,0.49,8,4.105,2.75,-1
chip-10,9,0.368,8,4.105,2.75,-1
chip-10,10,0.49,8,4.105,2.75,-1
chip-10,1,0.244,1.26,4.1,2.75,0.8
chip-10,2,0.61,1.26,4.1,2.75,0.8
chip-10,3,1.341,1.26,4.1,2.75,0.8
chip-10,4,1.951,1.26,4.1,2.75,0.8
chip-10,5,3.171,1.26,4.1,2.75,0.8
chip-10,6,3.293,1.26,4.1,2.75,0.8
chip-10,7,3.049,1.26,4.1,2.75,0.8
chip-10,8,2.439,1.26,4.1,2.75,0.8
chip-10,9,2.073,1.26,4.1,2.75,0.8
chip-10,10,2.073,1.26,4.1,2.75,0.8
chip-10,1,0.366,1.26,4.105,2.75,0.8
chip-10,2,0.366,1.26,4.105,2.75,0.8
chip-10,3,0.366,1.26,4.105,2.75,0.8
chip-10,4,0.366,1.26,4.105,2.75,0.8
chip-10,5,0.366,1.26,4.105,2.75,0.8
chip-10,6,0.366,1.26,4.105,2.75,0.8
chip-10,7,0.488,1.26,4.105,2.75,0.8
chip-10,8,0.366,1.26,4.105,2.75,0.8
chip-10,9,0.244,1.26,4.105,2.75,0.8
chip-10,10,0.488,1.26,4.105,2.75,0.8
chip-17,2,30.739,10,-1,0.1,-1
chip-17,4,19.704,10,-1,0.1,-1
chip-17,6,9.852,10,-1,0.1,-1
chip-17,8,14.187,10,-1,0.1,-1
chip-17,12,8.67,10,-1,0.1,-1
chip-17,14,5.123,10,-1,0.1,-1
chip-17,2,20.887,10,1,0.1,-1
chip-17,4,40.591,10,1,0.1,-1
chip-17,6,44.138,10,1,0.1,-1
chip-17,8,39.803,10,1,0.1,-1
chip-17,12,20.887,10,1,0.1,-1
chip-17,14,9.064,10,1,0.1,-1
scaffold-1,1,,8,1.3,1,-1
scaffold-1,3,,8,1.3,1,-1
scaffold-1,4,,8,1.3,1,-1
scaffold-1,5,,8,1.3,1,-1
scaffold-1,6,,8,1.3,1,-1
scaffold-1,8,,8,1.3,1,-1
scaffold-1,9,,8,1.3,1,-1
scaffold-1,10,,8,1.3,1,-1
scaffold-1,12,,8,1.3,1,-1
scaffold-1,13,,8,1.3,1,-1
scaffold-3,2,,1,1.3,0.02,-1
scaffold-3,4,,1,1.3,0.02,-1
scaffold-3,5,,1,1.3,0.02,-1
scaffold-3,6,,1,1.3,0.02,-1
scaffold-3,8,,1,1.3,0.02,-1
scaffold-3,9,,1,1.3,0.02,-1
scaffold-3,10,,1,1.3,0.02,-1
scaffold-3,11,,1,1.3,0.02,-1
scaffold-3,12,,1,1.3,0.02,-1
scaffold-3,13,,1,1.3,0.02,-1
scaffold-7,1,,8.14,1,1,0.1
scaffold-7,2,,8.14,1,1,0.1
scaffold-7,3,,8.14,1,1,0.1
scaffold-7,4,,8.14,1,1,0.1
scaffold-7,5,,8.14,1,1,0.1
scaffold-7,6,,8.14,1,1,0.1
scaffold-8,1,,5,-1,7.5,-1
scaffold-8,3,,5,-1,7.5,-1
scaffold-8,5,,5,-1,7.5,-1
scaffold-8,6,,5,-1,7.5,-1
scaffold-8,8,,5,-1,7.5,-1
scaffold-8,9,,5,-1,7.5,-1
scaffold-8,10,,5,-1,7.5,-1
scaffold-8,12,,5,-1,7.5,-1
scaffold-8,13,,5,-1,7.5,-1
scaffold-8,15,,5,-1,7.5,-1
scaffold-8,16,,5,-1,7.5,-1
scaffold-8,17,,5,-1,7.5,-1
scaffold-8,19,,5,-1,7.5,-1
scaffold-8,20,,5,-1,7.5,-1
scaffold-9,1,,6,1,0.3,-1
scaffold-9,3,,6,1,0.3,-1
scaffold-9,4,,6,1,0.3,-1
scaffold-9,5,,6,1,0.3,-1
scaffold-9,7,,6,1,0.3,-1
scaffold-9,8,,6,1,0.3,-1
scaffold-9,10,,6,1,0.3,-1
scaffold-9,11,,6,1,0.3,-1
scaffold-9,12,,6,1,0.3,-1
scaffold-9,13,,6,1,0.3,-1
scaffold-9,14,,6,1,0.3,-1
scaffold-11,2,,8,-1,4,-1
scaffold-11,4,,8,-1,4,-1
scaffold-11,6,,8,-1,4,-1
scaffold-11,2,,8.13,-1,0.1,0.3
scaffold-11,4,,8.13,-1,0.1,0.3
scaffold-11,6,,8.13,-1,0.1,0.3
scaffold-12,1,,9,-1,1,-1
scaffold-12,2,,9,-1,1,-1
scaffold-12,3,,9,-1,1,-1
scaffold-12,4,,9,-1,1,-1
scaffold-12,5,,9,-1,1,-1
scaffold-12,6,,9,-1,1,-1
scaffold-12,7,,9,-1,1,-1
scaffold-12,8,,9,-1,1,-1
scaffold-12,9,,9,-1,1,-1
scaffold-12,10,,9,-1,1,-1
scaffold-12,11,,9,-1,1,-1
scaffold-12,12,,9,-1,1,-1
scaffold-12,13,,9,-1,1,-1
scaffold-12,14,,9,-1,1,-1
scaffold-12,15,,9,-1,1,-1
scaffold-12,16,,9,-1,1,-1
scaffold-12,17,,9,-1,1,-1
scaffold-12,18,,9,-1,1,-1
scaffold-12,19,,9,-1,1,-1
scaffold-12,20,,9,-1,1,-1
scaffold-13,1,,10,2,0.8,-1
scaffold-13,2,,10,2,0.8,-1
scaffold-13,3,,10,2,0.8,-1
scaffold-13,4,,10,2,0.8,-1
scaffold-13,6,,10,2,0.8,-1
scaffold-13,7,,10,2,0.8,-1
scaffold-13,8,,10,2,0.8,-1
scaffold-13,10,,10,2,0.8,-1
scaffold-13,11,,10,2,0.8,-1
scaffold-13,13,,10,2,0.8,-1
scaffold-13,14,,10,2,0.8,-1
scaffold-15,1,,15,3,0.01,-1
scaffold-15,2,,15,3,0.01,-1
scaffold-15,3,,15,3,0.01,-1
scaffold-15,4,,15,3,0.01,-1
scaffold-15,5,,15,3,0.01,-1
scaffold-15,6,,15,3,0.01,-1
scaffold-15,7,,15,3,0.01,-1
scaffold-15,8,,15,3,0.01,-1
scaffold-15,9,,15,3,0.01,-1
scaffold-15,10,,15,3,0.01,-1
scaffold-15,11,,15,3,0.01,-1
scaffold-15,12,,15,3,0.01,-1
scaffold-15,13,,15,3,0.01,-1
scaffold-15,15,,15,3,0.01,-1
scaffold-15,16,,15,3,0.01,-1
scaffold-15,17,,15,3,0.01,-1
scaffold-15,18,,15,3,0.01,-1
scaffold-15,19,,15,3,0.01,-1
scaffold-15,20,,15,3,0.01,-1
scaffold-15,21,,15,3,0.01,-1
scaffold-15,22,,15,3,0.01,-1
scaffold-15,23,,15,3,0.01,-1
scaffold-15,24,,15,3,0.01,-1
scaffold-15,25,,15,3,0.01,-1
scaffold-15,26,,15,3,0.01,-1
scaffold-15,27,,15,3,0.01,-1
scaffold-17,2,,4,-1,2,-1
scaffold-17,3,,4,-1,2,-1
scaffold-17,5,,4,-1,2,-1
scaffold-17,6,,4,-1,2,-1
scaffold-17,8,,4,-1,2,-1
scaffold-17,9,,4,-1,2,-1
scaffold-17,11,,4,-1,2,-1
scaffold-17,12,,4,-1,2,-1
scaffold-17,2,,16,-1,2,-1
scaffold-17,3,,16,-1,2,-1
scaffold-17,5,,16,-1,2,-1
scaffold-17,6,,16,-1,2,-1
scaffold-17,8,,16,-1,2,-1
scaffold-17,9,,16,-1,2,-1
scaffold-17,11,,16,-1,2,-1
scaffold-17,12,,16,-1,2,-1
scaffold-18,1,,4,11,0.08,-1
scaffold-18,2,,4,11,0.08,-1
scaffold-18,4,,4,11,0.08,-1
scaffold-18,5,,4,11,0.08,-1
scaffold-18,6,,4,11,0.08,-1
scaffold-18,8,,4,11,0.08,-1
scaffold-19,1,,10,1,8,-1
scaffold-19,3,,10,1,8,-1
scaffold-19,5,,10,1,8,-1
scaffold-19,7,,10,1,8,-1
scaffold-19,9,,10,1,8,-1
scaffold-19,11,,10,1,8,-1
scaffold-19,13,,10,1,8,-1
scaffold-19,15,,10,1,8,-1
scaffold-19,17,,10,1,8,-1
scaffold-19,19,,10,1,8,-1
scaffold-19,21,,10,1,8,-1
scaffold-19,23,,10,1,8,-1
scaffold-21,1,,10,-1,0.75,-1
scaffold-21,3,,10,-1,0.75,-1
scaffold-21,5,,10,-1,0.75,-1
scaffold-21,7,,10,-1,0.75,-1
scaffold-21,9,,10,-1,0.75,-1
scaffold-21,10,,10,-1,0.75,-1
scaffold-21,11,,10,-1,0.75,-1
scaffold-21,12,,10,-1,0.75,-1
scaffold-21,13,,10,-1,0.75,-1
scaffold-21,15,,10,-1,0.75,-1
scaffold-21,16,,10,-1,0.75,-1
scaffold-21,17,,10,-1,0.75,-1
scaffold-21,18,,10,-1,0.75,-1
scaffold-21,19,,10,-1,0.75,-1
scaffold-21,1,,10.15,-1,0.75,0.15
scaffold-21,2,,10.15,-1,0.75,0.15
scaffold-21,5,,10.15,-1,0.75,0.15
scaffold-21,7,,10.15,-1,0.75,0.15
scaffold-21,9,,10.15,-1,0.75,0.15
scaffold-21,10,,10.15,-1,0.75,0.15
scaffold-21,11,,10.15,-1,0.75,0.15
scaffold-21,12,,10.15,-1,0.75,0.15
scaffold-21,13,,10.15,-1,0.75,0.15
scaffold-21,15,,10.15,-1,0.75,0.15
scaffold-21,16,,10.15,-1,0.75,0.15
scaffold-21,17,,10.15,-1,0.75,0.15
scaffold-21,18,,10.15,-1,0.75,0.15
scaffold-21,19,,10.15,-1,0.75,0.15
scaffold-22,1,,10,1,0.1,-1
scaffold-22,4,,10,1,0.1,-1
scaffold-22,6,,10,1,0.1,-1
scaffold-22,8,,10,1,0.1,-1
scaffold-25,1,,1,1,0.8,-1
scaffold-25,2,,1,1,0.8,-1
scaffold-25,3,,1,1,0.8,-1
scaffold-25,4,,1,1,0.8,-1
scaffold-25,5,,1,1,0.8,-1
scaffold-25,7,,1,1,0.8,-1
scaffold-25,9,,1,1,0.8,-1
scaffold-25,11,,1,1,0.8,-1
scaffold-25,13,,1,1,0.8,-1
scaffold-25,15,,1,1,0.8,-1
scaffold-25,17,,1,1,0.8,-1
scaffold-25,19,,1,1,0.8,-1
scaffold-25,21,,1,1,0.8,-1
scaffold-25,23,,1,1,0.8,-1
scaffold-25,25,,1,1,0.8,-1
scaffold-25,27,,1,1,0.8,-1
spheroid-2,1,,19,1,0.02,-1
spheroid-2,2,,19,1,0.02,-1
spheroid-2,3,,19,1,0.02,-1
spheroid-2,4,,19,1,0.02,-1
spheroid-2,5,,19,1,0.02,-1
spheroid-2,6,,19,1,0.02,-1
spheroid-2,7,,19,1,0.02,-1
spheroid-2,8,,19,1,0.02,-1
spheroid-2,9,,19,1,0.02,-1
spheroid-2,10,,19,1,0.02,-1
spheroid-2,11,,19,1,0.02,-1
spheroid-2,12,,19,1,0.02,-1
spheroid-2,13,,19,1,0.02,-1
spheroid-2,14,,19,1,0.02,-1
spheroid-2,15,,19,1,0.02,-1
spheroid-2,16,,19,1,0.02,-1
spheroid-2,17,,19,1,0.02,-1
spheroid-2,19,,19,1,0.02,-1
spheroid-2,20,,19,1,0.02,-1
spheroid-2,22,,19,1,0.02,-1
spheroid-2,23,,19,1,0.02,-1
spheroid-2,25,,19,1,0.02,-1
spheroid-2,26,,19,1,0.02,-1
spheroid-4,1,,8,1,0.6,-1
spheroid-4,2,,8,1,0.6,-1
spheroid-4,4,,8,1,0.6,-1
spheroid-4,6,,8,1,0.6,-1
spheroid-4,8,,8,1,0.6,-1
spheroid-4,9,,8,1,0.6,-1
spheroid-6,1,,8,1,0.18,-1
spheroid-6,4,,8,1,0.18,-1
spheroid-13,2,,8,1,0.2,-1
spheroid-13,4,,8,1,0.2,-1
spheroid-13,5,,8,1,0.2,-1
spheroid-13,6,,8,1,0.2,-1
spheroid-13,7,,8,1,0.2,-1
spheroid-13,8,,8,1,0.2,-1
spheroid-13,10,,8,1,0.2,-1
spheroid-13,11,,8,1,0.2,-1
spheroid-13,13,,8,1,0.2,-1
spheroid-13,14,,8,1,0.2,-1
spheroid-13,16,,8,1,0.2,-1
spheroid-13,17,,8,1,0.2,-1
spheroid-13,19,,8,1,0.2,-1
spheroid-13,20,,8,1,0.2,-1
spheroid-13,21,,8,1,0.2,-1
spheroid-13,23,,8,1,0.2,-1
spheroid-13,24,,8,1,0.2,-1
spheroid-13,25,,8,1,0.2,-1
spheroid-13,26,,8,1,0.2,-1
spheroid-13,27,,8,1,0.2,-1
spheroid-13,28,,8,1,0.2,-1
chip-1,1,,4.5,-1,1.14,1.14
chip-1,2,,4.5,-1,1.14,1.14
chip-1,4,,4.5,-1,1.14,1.14
chip-1,6,,4.5,-1,1.14,1.14
chip-4,1,,8,1,0.2,-1
chip-4,3,,8,1,0.2,-1
chip-4,4,,8,1,0.2,-1
chip-4,6,,8,1,0.2,-1
chip-4,7,,8,1,0.2,-1
chip-4,8,,8,1,0.2,-1
chip-4,10,,8,1,0.2,-1
chip-4,11,,8,1,0.2,-1
chip-4,12,,8,1,0.2,-1
chip-5,1,,8,-1,1,-1
chip-5,2,,8,-1,1,-1
chip-5,4,,8,-1,1,-1
chip-5,5,,8,-1,1,-1
chip-5,6,,8,-1,1,-1
chip-6,1,,8,1,0.6,-1
chip-6,2,,8,1,0.6,-1
chip-6,4,,8,1,0.6,-1
chip-6,6,,8,1,0.6,-1
chip-6,8,,8,1,0.6,-1
chip-6,9,,8,1,0.6,-1
chip-6,11,,8,1,0.6,-1
chip-6,13,,8,1,0.6,-1
chip-6,15,,8,1,0.6,-1
chip-6,16,,8,1,0.6,-1
chip-6,18,,8,1,0.6,-1
chip-17,1,,10,-1,0.1,-1
chip-17,3,,10,-1,0.1,-1
chip-17,5,,10,-1,0.1,-1
chip-17,7,,10,-1,0.1,-1
chip-17,9,,10,-1,0.1,-1
chip-17,10,,10,-1,0.1,-1
chip-17,11,,10,1,0.1,-1
chip-17,13,,10,1,0.1,-1
